"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/01/2020 01:00,18.6,2.9,14.8,0.999
1/01/2020 02:00,23.2,6.5,14.2,0.998
1/01/2020 03:00,20.6,6.2,13.7,0.998
1/01/2020 04:00,16.9,7.8,13.2,0.999
1/01/2020 05:00,20.9,9.0,12.9,0.999
1/01/2020 06:00,22.6,5.5,12.7,1.000
1/01/2020 07:00,21.0,6.9,13.8,1.001
1/01/2020 08:00,11.3,2.1,17.4,1.001
1/01/2020 09:00,13.8,6.1,19.7,1.001
1/01/2020 10:00,22.4,16.5,21.9,1.001
1/01/2020 11:00,35.0,24.7,22.7,1.001
1/01/2020 12:00,38.1,27.8,22.7,1.001
1/01/2020 13:00,49.0,36.2,22.5,1.001
1/01/2020 14:00,68.0,53.7,21.7,1.000
1/01/2020 15:00,73.2,59.5,21.9,1.000
1/01/2020 16:00,77.5,63.0,21.8,1.000
1/01/2020 17:00,64.2,52.6,21.6,0.999
1/01/2020 18:00,47.4,41.2,21.5,1.000
1/01/2020 19:00,59.6,34.2,20.8,1.000
1/01/2020 20:00,42.9,26.3,19.8,1.001
1/01/2020 21:00,22.3,13.7,18.1,1.001
1/01/2020 22:00,17.2,8.4,17.1,1.002
1/01/2020 23:00,14.6,9.0,16.7,1.001
2/01/2020 00:00,10.8,7.5,16.4,1.001
2/01/2020 01:00,13.1,9.8,16.1,1.001
2/01/2020 02:00,17.3,5.8,15.7,1.001
2/01/2020 03:00,14.2,9.5,15.4,1.001
2/01/2020 04:00,19.0,4.6,14.7,1.001
2/01/2020 05:00,25.5,7.9,14.4,1.001
2/01/2020 06:00,21.1,7.0,14.4,1.001
2/01/2020 07:00,22.4,9.7,15.4,1.002
2/01/2020 08:00,16.0,12.0,20.2,1.002
2/01/2020 09:00,12.1,15.8,23.9,1.002
2/01/2020 10:00,17.1,10.2,26.7,1.001
2/01/2020 11:00,21.3,14.3,28.7,1.001
2/01/2020 12:00,26.8,11.7,29.6,1.000
2/01/2020 13:00,26.8,13.6,28.6,0.999
2/01/2020 14:00,25.0,15.1,27.4,0.998
2/01/2020 15:00,27.0,12.3,27.2,0.998
2/01/2020 16:00,22.4,10.8,27.6,0.997
2/01/2020 17:00,30.7,15.1,27.2,0.997
2/01/2020 18:00,31.3,17.2,25.9,0.996
2/01/2020 19:00,32.9,18.5,24.3,0.996
2/01/2020 20:00,35.1,18.1,24.0,0.996
2/01/2020 21:00,16.7,13.5,24.4,0.995
2/01/2020 22:00,20.8,12.9,23.4,0.995
2/01/2020 23:00,28.7,19.9,23.6,0.995
3/01/2020 00:00,27.3,21.1,23.5,0.994
3/01/2020 01:00,29.7,28.7,24.3,0.993
3/01/2020 02:00,25.0,23.8,24.5,0.992
3/01/2020 03:00,26.9,19.1,24.8,0.992
