"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/08/2019 01:00,14.0,4.4,8.2,1.017
1/08/2019 02:00,6.5,3.6,8.1,1.017
1/08/2019 03:00,9.4,2.4,8.0,1.017
1/08/2019 04:00,6.3,3.2,8.2,1.017
1/08/2019 05:00,4.1,0.7,8.3,1.017
1/08/2019 06:00,4.6,1.0,8.4,1.017
1/08/2019 07:00,6.4,5.4,8.5,1.017
1/08/2019 08:00,9.1,6.4,8.2,1.018
1/08/2019 09:00,13.7,4.5,8.6,1.019
1/08/2019 10:00,16.2,1.3,9.7,1.019
1/08/2019 11:00,7.6,0.9,10.2,1.019
1/08/2019 12:00,,3.9,12.5,1.019
1/08/2019 13:00,,,12.8,1.016
1/08/2019 14:00,10.0,6.1,12.2,1.018
1/08/2019 15:00,10.8,8.0,12.2,1.018
1/08/2019 16:00,11.0,7.0,11.7,1.018
1/08/2019 17:00,3.9,3.1,12.6,1.018
1/08/2019 18:00,8.3,1.9,11.2,1.018
1/08/2019 19:00,9.6,3.8,10.1,1.018
1/08/2019 20:00,13.7,5.9,9.2,1.019
1/08/2019 21:00,11.3,7.2,8.7,1.019
1/08/2019 22:00,13.9,6.6,8.4,1.019
1/08/2019 23:00,11.6,6.1,7.4,1.019
2/08/2019 00:00,20.5,10.2,6.9,1.019
2/08/2019 01:00,19.3,2.6,7.3,1.019
2/08/2019 02:00,11.2,8.2,7.8,1.019
2/08/2019 03:00,6.8,5.2,8.1,1.019
2/08/2019 04:00,12.6,6.9,8.5,1.019
2/08/2019 05:00,9.7,4.0,8.8,1.018
2/08/2019 06:00,7.8,1.8,9.1,1.018
2/08/2019 07:00,5.9,5.5,9.0,1.019
2/08/2019 08:00,11.3,6.4,8.8,1.019
2/08/2019 09:00,15.1,3.9,10.0,1.019
2/08/2019 10:00,12.7,1.1,10.9,1.020
2/08/2019 11:00,8.2,6.0,12.1,1.020
2/08/2019 12:00,6.3,5.4,12.0,1.019
2/08/2019 13:00,7.2,2.7,12.2,1.019
2/08/2019 14:00,4.6,2.5,12.2,1.018
2/08/2019 15:00,11.6,2.7,11.9,1.018
2/08/2019 16:00,4.8,0.5,12.8,1.017
2/08/2019 17:00,8.7,4.4,12.0,1.018
2/08/2019 18:00,9.8,7.1,10.9,1.018
2/08/2019 19:00,10.8,2.8,10.2,1.018
2/08/2019 20:00,8.5,3.8,10.3,1.018
2/08/2019 21:00,10.7,5.7,10.6,1.018
2/08/2019 22:00,15.8,10.6,10.3,1.019
2/08/2019 23:00,10.7,6.4,10.5,1.019
3/08/2019 00:00,11.5,1.1,10.2,1.018
3/08/2019 01:00,8.9,5.2,9.0,1.018
3/08/2019 02:00,9.6,6.4,9.0,1.018
3/08/2019 03:00,9.4,2.9,9.4,1.018
3/08/2019 04:00,3.7,3.9,9.6,1.018
3/08/2019 05:00,9.1,6.3,9.6,1.018
3/08/2019 06:00,5.1,5.4,9.7,1.018
3/08/2019 07:00,8.1,6.3,9.8,1.018
3/08/2019 08:00,12.1,7.2,9.5,1.019
3/08/2019 09:00,9.8,,10.3,1.019
3/08/2019 10:00,11.4,3.6,11.6,1.019
3/08/2019 11:00,4.9,4.6,12.6,1.019
3/08/2019 12:00,8.3,3.2,13.1,1.019
3/08/2019 13:00,8.1,2.1,13.4,1.018
3/08/2019 14:00,5.8,4.8,13.3,1.017
3/08/2019 15:00,5.1,1.3,12.9,1.017
3/08/2019 16:00,9.0,7.9,12.4,1.016
3/08/2019 17:00,9.0,6.1,12.1,1.016
3/08/2019 18:00,3.3,2.5,11.9,1.016
3/08/2019 19:00,10.8,8.6,11.5,1.016
3/08/2019 20:00,15.4,10.3,11.3,1.017
3/08/2019 21:00,14.2,6.5,11.1,1.016
3/08/2019 22:00,12.7,6.1,11.2,1.016
3/08/2019 23:00,12.7,9.0,11.1,1.016
4/08/2019 00:00,12.1,6.2,11.1,1.016
4/08/2019 01:00,8.4,6.3,10.9,1.015
4/08/2019 02:00,11.3,0.8,10.6,1.015
4/08/2019 03:00,7.3,3.5,10.1,1.014
4/08/2019 04:00,6.3,6.5,9.2,1.014
4/08/2019 05:00,7.6,2.0,8.6,1.014
4/08/2019 06:00,6.8,4.6,8.5,1.014
4/08/2019 07:00,4.9,1.7,8.5,1.014
4/08/2019 08:00,6.4,1.8,8.3,1.014
4/08/2019 09:00,,,9.1,1.015
4/08/2019 10:00,4.2,9.2,9.5,1.015
4/08/2019 11:00,3.4,-0.8,13.3,1.014
4/08/2019 12:00,0.2,1.7,14.0,1.014
4/08/2019 13:00,4.1,2.6,16.1,1.013
4/08/2019 14:00,5.4,-0.8,16.3,1.011
4/08/2019 15:00,4.4,2.5,16.4,1.011
4/08/2019 16:00,5.5,1.9,15.6,1.010
4/08/2019 17:00,1.2,4.5,14.9,1.010
4/08/2019 18:00,3.8,6.6,13.3,1.010
4/08/2019 19:00,11.7,3.5,12.0,1.010
4/08/2019 20:00,19.0,9.2,10.5,1.010
4/08/2019 21:00,24.0,14.8,9.9,1.010
4/08/2019 22:00,14.9,9.1,9.9,1.010
4/08/2019 23:00,,,9.9,1.010
5/08/2019 00:00,16.6,3.4,9.4,1.010
5/08/2019 01:00,15.2,4.2,9.1,1.009
5/08/2019 02:00,8.0,2.1,9.3,1.009
5/08/2019 03:00,4.5,2.1,9.0,1.008
5/08/2019 04:00,1.6,-2.6,9.2,1.008
5/08/2019 05:00,5.4,3.3,8.9,1.008
