"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
1/10/2019 01:00,7.0,2.8,15.0,1.009
1/10/2019 02:00,10.0,3.9,15.0,1.009
1/10/2019 03:00,7.6,1.6,14.9,1.008
1/10/2019 04:00,7.3,3.2,14.7,1.008
1/10/2019 05:00,7.4,1.4,14.9,1.008
1/10/2019 06:00,7.5,1.0,14.7,1.008
1/10/2019 07:00,9.0,4.8,14.7,1.009
1/10/2019 08:00,7.8,5.4,16.2,1.009
1/10/2019 09:00,10.9,1.5,20.1,1.009
1/10/2019 10:00,8.0,-0.3,24.3,1.009
1/10/2019 11:00,9.5,6.0,26.4,1.008
1/10/2019 12:00,13.8,2.8,28.2,1.008
1/10/2019 13:00,13.4,1.3,28.6,1.007
1/10/2019 14:00,18.9,3.7,27.1,1.006
1/10/2019 15:00,13.6,2.3,27.5,1.005
1/10/2019 16:00,13.8,4.0,27.8,1.004
1/10/2019 17:00,19.7,2.4,27.7,1.004
1/10/2019 18:00,13.4,6.7,27.2,1.004
1/10/2019 19:00,21.0,12.1,25.1,1.004
1/10/2019 20:00,22.7,14.2,23.8,1.004
1/10/2019 21:00,17.2,7.2,23.5,1.005
1/10/2019 22:00,15.2,6.2,23.3,1.005
1/10/2019 23:00,9.4,4.3,23.0,1.004
2/10/2019 00:00,22.9,3.8,22.9,1.004
2/10/2019 01:00,10.4,,22.6,1.003
2/10/2019 02:00,11.8,1.2,22.4,1.002
2/10/2019 03:00,13.9,1.0,23.0,1.001
2/10/2019 04:00,8.8,3.3,22.6,1.001
2/10/2019 05:00,10.0,4.0,21.6,1.002
2/10/2019 06:00,16.4,6.9,21.2,1.003
2/10/2019 07:00,19.9,8.3,20.9,1.004
2/10/2019 08:00,15.5,1.3,21.4,1.004
2/10/2019 09:00,14.8,0.3,24.5,1.004
2/10/2019 10:00,22.0,5.1,27.1,1.004
2/10/2019 11:00,27.3,3.8,27.3,1.004
2/10/2019 12:00,25.7,7.9,28.4,1.003
2/10/2019 13:00,37.2,9.6,27.5,1.003
2/10/2019 14:00,33.1,8.5,25.8,1.002
2/10/2019 15:00,31.5,6.4,23.8,1.002
2/10/2019 16:00,25.2,7.3,21.8,1.002
2/10/2019 17:00,23.6,17.8,20.2,1.003
2/10/2019 18:00,35.7,17.1,19.2,1.003
2/10/2019 19:00,40.0,14.6,16.8,1.004
2/10/2019 20:00,40.5,14.4,15.7,1.004
2/10/2019 21:00,35.0,13.6,14.3,1.005
2/10/2019 22:00,28.7,10.3,13.3,1.004
2/10/2019 23:00,27.0,10.8,13.1,1.004
3/10/2019 00:00,42.6,7.3,13.2,1.004
3/10/2019 01:00,37.9,1.9,13.4,1.004
3/10/2019 02:00,34.2,7.1,13.3,1.005
3/10/2019 03:00,28.4,11.5,13.4,1.004
3/10/2019 04:00,31.9,10.5,13.5,1.004
3/10/2019 05:00,26.5,9.4,13.6,1.005
3/10/2019 06:00,25.1,12.7,13.1,1.006
3/10/2019 07:00,19.6,4.9,13.2,1.006
3/10/2019 08:00,18.9,7.6,13.7,1.007
3/10/2019 09:00,21.8,7.9,14.5,1.007
3/10/2019 10:00,13.1,5.9,17.2,1.007
3/10/2019 11:00,18.5,8.5,20.6,1.007
3/10/2019 12:00,21.8,7.8,20.3,1.006
3/10/2019 13:00,23.6,7.3,19.2,1.006
3/10/2019 14:00,21.8,10.1,17.4,1.006
3/10/2019 15:00,16.8,5.5,17.3,1.005
3/10/2019 16:00,16.1,8.1,18.4,1.005
3/10/2019 17:00,18.2,1.7,17.9,1.005
3/10/2019 18:00,20.2,7.1,18.3,1.005
3/10/2019 19:00,23.1,9.0,17.3,1.005
3/10/2019 20:00,25.8,13.3,16.4,1.005
3/10/2019 21:00,25.7,12.8,15.6,1.006
3/10/2019 22:00,27.0,11.5,15.5,1.005
3/10/2019 23:00,28.1,13.1,15.5,1.006
4/10/2019 00:00,29.6,11.0,14.7,1.005
4/10/2019 01:00,32.4,13.9,14.4,1.004
4/10/2019 02:00,26.6,9.9,14.6,1.004
4/10/2019 03:00,19.5,4.1,14.3,1.004
4/10/2019 04:00,13.7,4.3,14.6,1.004
4/10/2019 05:00,13.8,12.7,14.9,1.004
4/10/2019 06:00,10.6,11.6,15.9,1.005
4/10/2019 07:00,7.7,0.6,16.5,1.004
4/10/2019 08:00,11.0,3.2,16.6,1.006
4/10/2019 09:00,18.6,8.3,18.2,1.006
4/10/2019 10:00,15.6,7.3,21.5,1.004
4/10/2019 11:00,41.0,0.1,24.6,1.002
4/10/2019 12:00,57.4,3.2,28.3,1.001
4/10/2019 13:00,31.2,2.0,30.2,1.000
4/10/2019 14:00,26.7,7.7,30.5,0.999
4/10/2019 15:00,23.3,4.3,30.9,0.998
4/10/2019 16:00,29.1,5.7,29.8,0.998
4/10/2019 17:00,34.5,9.0,29.7,0.998
4/10/2019 18:00,35.5,19.1,28.3,0.999
4/10/2019 19:00,32.9,6.3,26.2,0.999
4/10/2019 20:00,28.5,11.0,25.1,0.999
4/10/2019 21:00,33.5,14.8,24.1,1.000
4/10/2019 22:00,32.5,15.8,23.8,1.000
4/10/2019 23:00,24.0,11.0,23.0,1.000
5/10/2019 00:00,22.2,7.8,23.5,0.998
5/10/2019 01:00,24.7,15.2,22.8,0.999
5/10/2019 02:00,18.9,12.4,21.8,0.998
5/10/2019 03:00,20.9,6.5,21.0,0.998
5/10/2019 04:00,26.8,9.2,20.0,0.997
5/10/2019 05:00,17.9,5.8,18.3,0.997
5/10/2019 06:00,15.0,1.2,18.1,0.997
5/10/2019 07:00,23.6,14.6,19.4,0.997
5/10/2019 08:00,16.8,11.7,22.8,0.996
5/10/2019 09:00,14.9,,24.4,0.996
5/10/2019 10:00,15.0,4.3,27.0,0.996
5/10/2019 11:00,20.8,0.5,31.6,0.995
5/10/2019 12:00,12.1,4.1,32.7,0.994
5/10/2019 13:00,28.9,6.9,31.3,0.993
5/10/2019 14:00,55.5,7.2,30.1,0.992
5/10/2019 15:00,80.5,11.1,30.8,0.992
5/10/2019 16:00,75.0,7.9,32.1,0.991
5/10/2019 17:00,56.3,11.9,30.6,0.990
5/10/2019 18:00,35.8,13.7,30.0,0.990
5/10/2019 19:00,38.7,13.7,26.8,0.991
5/10/2019 20:00,36.4,14.3,26.9,0.992
5/10/2019 21:00,42.3,16.2,26.4,0.993
5/10/2019 22:00,46.4,9.5,22.6,0.994
5/10/2019 23:00,40.5,15.7,20.1,0.995
6/10/2019 00:00,53.4,15.6,18.3,0.996
6/10/2019 01:00,44.3,5.7,17.7,0.995
6/10/2019 02:00,40.9,10.0,17.3,0.996
6/10/2019 03:00,42.5,10.8,16.3,0.996
6/10/2019 04:00,36.0,12.7,16.0,0.996
6/10/2019 05:00,41.7,13.7,16.0,0.996
6/10/2019 06:00,36.9,12.7,15.6,0.996
6/10/2019 07:00,35.3,12.8,15.7,0.997
6/10/2019 08:00,33.9,11.3,15.8,0.998
6/10/2019 09:00,31.3,21.9,16.0,0.999
6/10/2019 10:00,26.8,10.2,15.6,0.999
6/10/2019 11:00,17.5,5.2,16.1,0.999
6/10/2019 12:00,14.3,7.0,16.6,1.000
6/10/2019 13:00,11.5,-0.3,16.2,1.000
6/10/2019 14:00,8.8,4.8,15.9,1.000
6/10/2019 15:00,3.9,-0.8,15.1,1.000
6/10/2019 16:00,8.4,2.3,15.1,1.000
6/10/2019 17:00,12.1,6.9,15.0,1.000
6/10/2019 18:00,16.8,4.6,14.4,1.000
6/10/2019 19:00,12.1,4.6,14.2,1.001
6/10/2019 20:00,12.2,3.9,14.2,1.001
6/10/2019 21:00,6.8,2.1,14.0,1.001
6/10/2019 22:00,9.8,4.0,13.9,1.001
6/10/2019 23:00,9.6,4.0,13.4,1.001
7/10/2019 00:00,9.9,0.2,13.1,1.001
7/10/2019 01:00,6.6,2.3,13.0,1.001
7/10/2019 02:00,4.2,2.6,12.5,1.000
7/10/2019 03:00,4.6,1.3,12.4,1.000
7/10/2019 04:00,4.4,0.7,12.2,1.000
7/10/2019 05:00,6.5,3.1,11.9,1.000
7/10/2019 06:00,4.3,-2.2,11.8,1.001
7/10/2019 07:00,6.4,4.9,11.7,1.001
7/10/2019 08:00,8.4,3.4,12.7,1.002
